,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
9079,1487,EWX,DEX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,Very glad you had Buffalo Trace.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,glad buffalo trace
9080,126,ATX,EWX,2022-09-22,Delayed,Early & Ontime,Atlantic,They ran out of dinners to serve !.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-200,Mainline,member,Neutral,ran dinner serv
9081,126,ATX,EWX,2022-09-22,Delayed,Early & Ontime,Atlantic,It was nice to be welcomed with a glass of champagne!. On the flight to Athens nothing was offered when came aboard.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-200,Mainline,member,Neutral,nice welcom glass champagn flight athen noth offer came aboard
9082,1945,ORX,PHX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
9083,1487,EWX,DEX,2022-09-22,Delayed,Early & Ontime,Domestic,Food in the United Club was quite good and fresh.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,food unit club quit good fresh
9084,1149,SAX,DEX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"Iced tea, green tea, sparkling water (not soda).",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX9,Mainline,member,Neutral,ice tea green tea sparkl water soda
9085,1066,EWX,MEX,2022-09-22,Early & Ontime,Early & Ontime,Latin,No.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,
9086,165,MAX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,Tortollini lunch was excellent…exceeded my expectations!. Snack pocket sandwich was nothing special.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member,Neutral,tortollini lunch expect snack pocket sandwich noth special
9087,165,MAX,IAX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,The only thing I like to add is that we were also served a sandwich as a snack since it was an 8 hr flight. I think it would have been nice to pair the sandwich with a side like chips.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-400,Mainline,member,Neutral,thing like add also serv sandwich snack sinc 8 hr flight think would nice pair sandwich side like chip
9088,1644,RIX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,Hate the need to pay extra but appreciate the app and its warning to pay ahead.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,hate need pay extra appreci app warn pay ahead
9089,221,ALX,ORX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,"I was surprised and disappointed that they only gave a cup of soda, not a can.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,surpris disappoint gave cup soda
9090,956,TLX,SFX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,the food was not good. The sandwich was mostly bread and cold. the breakfast was very small. there was no variety.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,food good sandwich mostli bread cold breakfast small varieti
9091,956,TLX,SFX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,The food was better from SFO to Tel Aviv than Tel Aviv to SFO. The salmon with pasta in cream sauce I could not eat (and I am not very picky). The salmon had a metallic taste. the pasta was a dry goo.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,food better sfo tel aviv tel aviv sfo salmon pasta cream sauc could eat picki salmon metal tast pasta dri goo
9092,1114,EWX,ATX,2022-09-22,Delayed,Delayed,Domestic,Offer complimentary snack like. nuts ir pretzels.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,offer complimentari snack like nut ir pretzel
9093,2282,CVX,IAX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,no complimentary snack;. why the inconsistency?. (IAH to CVG did provide snack).,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,complimentari snack inconsist iah cvg provid snack
9094,535,HNX,LAX,2022-09-23,Early & Ontime,Delayed,Domestic,Maybe a light meal should be offered due to it being a late flight. This was not a deal breaker.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,mayb light meal offer due late flight deal breaker
9095,796,DEX,LAX,2022-09-23,Early & Ontime,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,
9096,1885,EWX,RSX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Offer second.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,offer second
9097,1215,DFX,DEX,2022-09-23,Delayed,Early & Ontime,Domestic,Appreciate the 1K snack/bev policy.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Neutral,appreci 1k polici
9098,2015,PHX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,No Diet Pepsi.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,diet pepsi
9099,2364,DEX,EWX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,There needs to be more frequent rotation of meal choices.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-MAX9,Mainline,member,Neutral,need frequent rotat meal choic
9100,2496,SRX,EWX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,It took 1 1/2 to get anything to drink. Too long. Food was gross.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,took 1 get anyth drink long food gross
9101,1147,ORX,MBX,2022-09-24,Early & Ontime,Early & Ontime,Latin,Lower prices.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,lower price
9102,145,EWX,OPX,2022-09-23,Delayed,Early & Ontime,Atlantic,"Was not offered water for a few hours, was very thirsty.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member,Neutral,offer water hour thirsti
9103,84,DEX,EWX,2022-09-24,Early & Ontime,Early & Ontime,Atlantic,Most of the things I like.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,thing like
9104,1699,SFX,SLX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,No snacks offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,snack offer
9105,5305,DEX,FAX,2022-09-22,Delayed,Delayed,Domestic,More variety.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,varieti
9106,1895,IAX,ATX,2022-09-25,Early & Ontime,Delayed,Domestic,Snack or other food was not served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,snack food serv
9107,1218,SFX,LAX,2022-09-25,Delayed,Delayed,Domestic,Great that coffee was complimentary.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,great coffe complimentari
9108,2147,LAX,DEX,2022-09-25,Delayed,Early & Ontime,Domestic,"Given that a single vodka is so small, it would be nice if ordering two at a time (vs only one) was a standard option.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,given singl vodka small would nice order two time vs one standard option
9109,2282,CVX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"The chicken had a good flavor and the portion size was adequate, but it was very tough and hard to eat. This could have been a fluke as I have never had that issue before.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,chicken good flavor portion size adequ tough hard eat could fluke never issu
9110,4975,LRX,IAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,There was no service of food or beverages. They served nothing!.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member,Neutral,servic food beverag serv noth
9111,251,ABX,DEX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,No one flys for food and beverage.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,A320-200,Mainline,member,Neutral,one fli food beverag
9112,4771,FAX,LAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Nothing was served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,noth serv
9113,417,ORX,MXX,2022-09-25,Delayed,Early & Ontime,Atlantic,The choices were chicken and quinoa or vegetables. The taste was not satisfactory.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,choic chicken quinoa veget tast satisfactori
9114,2488,DEX,BUX,2022-09-25,Early & Ontime,Delayed,Domestic,Really liked the ability to pre-order.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,realli like abil
9115,6157,ATX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"It would be nice to have the whole can of soda or juice, plus pretzels or cookies.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,would nice whole soda juic plu pretzel cooki
9116,1168,SAX,IAX,2022-09-26,Delayed,Early & Ontime,Domestic,For me simplify the product with spices and garnishes as sides so the product is simplified.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Neutral,simplifi product spice garnish side product simplifi
9117,5367,DEX,FAX,2022-09-24,Delayed,Early & Ontime,Domestic,No. As expected from previous flights.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,expect previou flight
9118,1276,SEX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"On my return flight, the flight attendants were not checking all passengers to see if they wanted to purchase in flight snacks. I wanted to make a purchase. the crew was gone before I could flag them down.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,return flight flight attend check passeng see want purchas flight snack want make purchas crew gone could flag
9119,2339,IAX,ORX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,No snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,snack
9120,64,GRX,IAX,2022-09-26,Delayed,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,
9121,3478,EWX,SAX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,No chips or any type of food offered for first class.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,ERJ-175,Express,member,Neutral,chip type food offer first class
9122,3895,SAX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,I have seen the same items offered forany years. It would be good to introduce variety.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,CRJ-200,Express,member,Neutral,seen item offer forani year would good introduc varieti
9123,363,HNX,EWX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,I do not know if you meant by dessert the pineapple with the dinner. No other dessert was offered. I would have enjoyed a cookie along with the drink before we landed.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-400,Mainline,member,Neutral,know meant dessert pineappl dinner dessert offer would enjoy cooki along drink land
9124,476,DEX,IAX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,Should give people a whole can.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,give peopl whole
9125,753,IAX,DEX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,"No choice, just got handed pretzels.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,choic got hand pretzel
9126,292,IAX,SMX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,Would love to see a Sauvignon blanc on the wine list.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,would love see sauvignon blanc wine list
9127,1056,DEX,DSX,2022-09-27,Delayed,Delayed,Domestic,Your airlines refusal to accept credit card payment for drinks is ridiculous.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,airlin refus accept credit card payment drink ridicul
9128,2615,LAX,EWX,2022-09-26,Delayed,Early & Ontime,Domestic,Butternut squash ravioli was disappointing because it was cheese ravioli with a few pieces of butternut squash tossed on top. Not the same thing. Cheesecake is bad and fattening and no other option.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B787-10,Mainline,member,Neutral,butternut squash ravioli disappoint chees ravioli piec butternut squash toss top thing cheesecak bad fatten option
9129,2075,IAX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,More selection of beverages.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,select beverag
9130,3864,ORX,CRX,2022-09-27,Early & Ontime,Delayed,Domestic,Coffee luke warm.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,coffe luke warm
9131,847,SCX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B767-300,Mainline,member,Neutral,
9132,1946,MSX,DEX,2022-09-22,Delayed,Early & Ontime,Domestic,Nope. I’ m happy.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,nope happi
9133,5290,ORX,GRX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,
9134,5608,ORX,TVX,2022-09-28,Delayed,Delayed,Domestic,Comment is the lack of quality food options in ORD.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,comment lack qualiti food option ord
9135,575,LAX,SFX,2022-09-28,Delayed,Delayed,Domestic,A snack would be good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,snack would good
9136,1846,DEX,PHX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,I am used to flying Hawaiian airlines and they give you a free meal— would be nice to get a complementary snack or meal….,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,use fli hawaiian airlin give free would nice get complementari snack
9137,5967,SFX,ACX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,There was no food or beverage service provided.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,food beverag servic provid
9138,2038,EWX,ATX,2022-09-28,Early & Ontime,Delayed,Domestic,No snacks were even offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,snack even offer
9139,397,HNX,SFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,too little.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,littl
9140,1637,HNX,LAX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,Satisfactory.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B757-300,Mainline,member,Neutral,satisfactori
9141,2453,EWX,STX,2022-09-27,Early & Ontime,Early & Ontime,Latin,Long flight for only one little cookie.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,long flight one littl cooki
9142,2453,EWX,STX,2022-09-27,Early & Ontime,Early & Ontime,Latin,Nothing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,noth
9143,1845,IAX,IAX,2022-09-27,Early & Ontime,Delayed,Domestic,The snack boxes seem to have gone down in quality.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,snack box seem gone qualiti
9144,2653,SFX,BOX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"Hummus was old and separated, inedible.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,hummu old separ ined
9145,2631,SFX,PHX,2022-09-27,Early & Ontime,Delayed,Domestic,The description of the chicken dish did not indicate that it would be so very spicy. The roll was fine - would have appreciated more butter. The fresh fruit was very good as was the little muffin. I was disappointed that there was NOTHING in the morning.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,descript chicken dish indic would spici roll fine would appreci butter fresh fruit good littl muffin disappoint noth morn
9146,1619,CLX,IAX,2022-09-28,Delayed,Early & Ontime,Domestic,Thanks for the fruit and roll from the tray along with the snack box. It would be nice to have more than one white wine choice.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-700,Mainline,member,Neutral,thank fruit roll tray along snack box would nice one white wine choic
9147,762,MUX,DEX,2022-09-29,Delayed,Delayed,Atlantic,"Water should be offered in larger bottles and more frequently, by flight attendants actively offering water, not just breezing through the cabin.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member,Neutral,water offer larger bottl frequent flight attend activ offer water breez cabin
9148,1511,IAX,PHX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,Great meal and cocktails.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,great meal cocktail
9149,2308,DEX,LIX,2022-09-29,Early & Ontime,Delayed,Domestic,It just was not good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member,Neutral,good
9150,294,CLX,DEX,2022-09-29,Early & Ontime,Delayed,Domestic,"The flight attendant should put the cream in the coffee, or hand me a packet.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-MAX8,Mainline,member,Neutral,flight attend put cream coffe hand packet
9151,963,EWX,BEX,2022-09-29,Early & Ontime,Early & Ontime,Atlantic,Would have been nice to have a beef option. Otherwise ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-400,Mainline,non-member,Neutral,would nice beef option otherwis ok
9152,6,IAX,LHX,2022-09-29,Delayed,Delayed,Atlantic,I said n/a on the beverages because I did not enjoy the beer but that was my own fault for ordering beer.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member,Neutral,said beverag enjoy beer fault order beer
9153,5,LHX,IAX,2022-09-30,Delayed,Delayed,Atlantic,Piri piri chicken was tasty.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member,Neutral,piri piri chicken tasti
9154,5967,SFX,ACX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,CRJ-200,Express,member,Neutral,
9155,1252,IAX,SAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,Provide different sections every quarter (3 months).,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-800,Mainline,member,Neutral,provid differ section everi quarter 3 month
9156,468,SFX,EWX,2022-09-30,Delayed,Early & Ontime,Domestic,Do not put the red wine on the fridge please.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member,Neutral,put red wine fridg pleas
9157,2254,RDX,IAX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,None served.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-700,Mainline,non-member,Neutral,none serv
9158,582,INX,ORX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,"Even though it was a short flight. I was flying in first class seat and only received water before the flight started. No turbulence, calm flight conditions yet not services. same happened to me on a longer flight from ORD to DSM, on this day. expected more service that did not happen.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-800,Mainline,member,Neutral,even though short flight fli first class seat receiv water flight start turbul calm flight condit yet servic happen longer flight ord dsm day expect servic happen
9159,3757,IAX,CLX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,They served good and healthy food.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,serv good healthi food
9160,2,SFX,SIX,2022-09-01,Delayed,Delayed,Pacific,"The snack, could be more healty, less carbs and more protein or.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,snack could healti less carb protein
9161,2416,RNX,DEX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Think it is crazy to give out cookies on 5:30 am flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,think crazi give cooki flight
9162,2624,SFX,OGX,2022-09-01,Early & Ontime,Delayed,Domestic,I would have liked to purchase food but was never offered anything during the 6 hr flight.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-MAX9,Mainline,member,Neutral,would like purchas food never offer anyth 6 hr flight
9163,653,BWX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,"As we all know, Champagne is the name designated -and controlled by the producing locality, to the sparkling wine from the region of Champagne, France. If you are offering prosecco from Italy or cava from Spain, it should be noted. The FA kept offering champagne up and down the aisle and when I asked her which brand it was, she just shrugged and kept on her way.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,know champagn name design control produc local sparkl wine region champagn franc offer prosecco itali cava spain note fa kept offer champagn aisl ask brand shrug kept way
9164,2011,LAX,ORX,2022-09-01,Delayed,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,
9165,3824,ORX,FNX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,"There was no food. That is ok, I just can not rate it.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,food ok rate
9166,674,MCX,IAX,2022-09-02,Early & Ontime,Delayed,Domestic,Irish there were more hot food options.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,irish hot food option
9167,2407,ORX,LAX,2022-09-01,Delayed,Delayed,Domestic,"About 4hours are not good without food and beverage, I needed more drinks and snacks. That’ll be fine if I got more.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-MAX9,Mainline,non-member,Neutral,4hour good without food beverag need drink snack fine got
9168,84,DEX,EWX,2022-09-02,Early & Ontime,Delayed,Atlantic,Overall for a business class meal I think what you offered is lacking.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member,Neutral,overal busi class meal think offer lack
9169,53,IAX,ZRX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,Probably the best airline food I ever tasted.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,probabl best airlin food ever tast
9170,311,BWX,SFX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,I appreciated the variety of items in a single snack box!.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-800,Mainline,member,Neutral,appreci varieti item singl snack box
9171,999,BRX,EWX,2022-09-03,Early & Ontime,Delayed,Atlantic,"I thought that my wife would get a vegetarian meal, since we listed that as her preference, but she did not.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member,Neutral,thought wife would get vegetarian meal sinc list prefer
9172,517,SEX,LAX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,"I only took the complementary snacks, and they were decent, especially the juice was quite enjoyable.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,took complementari snack decent especi juic quit enjoy
9173,931,SFX,LHX,2022-09-03,Delayed,Delayed,Atlantic,plant milk would have been good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,plant milk would good
9174,885,IAX,FCX,2022-09-03,Delayed,Delayed,Atlantic,Bring back the real hot fudge sundae.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B787-8,Mainline,member,Neutral,bring back real hot fudg sunda
9175,2263,LAX,SFX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,Economy was served before 1st class. I barely had time to finish my coffee prior to landing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,economi serv 1st class bare time finish coffe prior land
9176,2101,LGX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,why why why why why are snack boxes available in the economy cabin ... (and are given free of charge to global services members in economy) ... but passengers in the first class cabin get pretzels or a stroopwafel. and that is IT. i fail to understand the logic. it is really upside down world.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,A320-200,Mainline,member,Neutral,snack box avail economi cabin given free charg global servic member economi passeng first class cabin get pretzel stroopwafel fail understand logic realli upsid world
